Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,SalePrice
961,20,RL,50,7207,Pave,,IR1,Lvl,116500
962,60,RL,,12227,Pave,,IR1,Lvl,272000
963,160,RL,24,2308,Pave,,Reg,Lvl,155000
964,20,RL,122,11923,Pave,,IR1,Lvl,239000
965,60,RL,80,11316,Pave,,Reg,Lvl,214900
966,60,RL,65,10237,Pave,,Reg,Lvl,178900
967,50,RL,130,9600,Pave,,IR1,HLS,160000
968,20,RL,,7390,Pave,,IR1,Lvl,135000
969,50,RM,50,5925,Pave,,Reg,Lvl,37900
970,190,RL,75,10382,Pave,,Reg,Lvl,140000
971,50,RL,60,10800,Pave,,Reg,Lvl,135000
972,160,RL,36,2268,Pave,,Reg,Lvl,173000
973,120,RL,55,7892,Pave,,Reg,Lvl,99500
974,20,FV,95,11639,Pave,,Reg,Lvl,182000
975,70,RL,60,11414,Pave,,IR1,Lvl,167500
976,160,FV,,2651,Pave,,Reg,Lvl,165000
977,30,RL,51,5900,Pave,,IR1,Bnk,85500
978,120,FV,35,4274,Pave,Pave,IR1,Lvl,199900
979,20,RL,68,9450,Pave,,Reg,Bnk,110000
980,20,RL,80,8816,Pave,,Reg,Lvl,139000
981,85,RL,,12122,Pave,,IR1,Lvl,178400
982,60,RL,98,12203,Pave,,IR1,Lvl,336000
983,20,RL,43,3182,Pave,,Reg,Lvl,159895
984,60,RL,,11250,Pave,,Reg,Lvl,255900
985,90,RL,75,10125,Pave,,Reg,Lvl,126000
986,190,RL,68,10880,Pave,,Reg,Lvl,125000
987,50,RM,59,5310,Pave,,Reg,Lvl,117000
988,20,RL,83,10159,Pave,,IR1,Lvl,395192
989,60,RL,,12046,Pave,,IR1,Lvl,195000
990,60,FV,65,8125,Pave,,Reg,Lvl,197000
991,60,RL,82,9452,Pave,,Reg,Lvl,348000
992,70,RM,121,17671,Pave,Grvl,Reg,Lvl,168000
993,60,RL,80,9760,Pave,,Reg,Lvl,187000
994,60,RL,68,8846,Pave,,Reg,Lvl,173900
995,20,RL,96,12456,Pave,,Reg,Lvl,337500
996,50,RL,51,4712,Pave,,IR1,Lvl,121600
997,20,RL,,10659,Pave,,IR1,Lvl,136500
998,20,RL,,11717,Pave,,IR1,Lvl,185000
999,30,RM,60,9786,Pave,,Reg,Lvl,91000
1000,20,RL,64,6762,Pave,,Reg,Lvl,206000
1001,20,RL,74,10206,Pave,,Reg,Lvl,82000
1002,30,RL,60,5400,Pave,,Reg,Lvl,86000
1003,20,RL,75,11957,Pave,,IR1,Lvl,232000
1004,90,RL,,11500,Pave,,IR1,Lvl,136905
1005,120,RL,43,3182,Pave,,Reg,Lvl,181000
1006,80,RL,65,8385,Pave,,Reg,Lvl,149900
1007,20,RL,,12155,Pave,,IR3,Lvl,163500
1008,160,RM,21,2217,Pave,,Reg,Lvl,88000
1009,20,RL,43,12118,Pave,,IR1,Lvl,240000
1010,50,RL,60,6000,Pave,,Reg,Lvl,102000
1011,50,RL,115,21286,Pave,,Reg,Lvl,135000
1012,90,RL,75,9825,Pave,,Reg,Lvl,100000
1013,70,RL,55,10592,Pave,,Reg,Lvl,165000
1014,30,RM,60,7200,Pave,,Reg,Lvl,85000
1015,20,RL,60,11664,Pave,,Reg,Lvl,119200
1016,60,RL,70,8400,Pave,,Reg,Lvl,227000
1017,20,RL,73,11883,Pave,,Reg,Lvl,203000
1018,120,RL,,5814,Pave,,IR1,Lvl,187500
1019,80,RL,,10784,Pave,,IR1,Lvl,160000
1020,120,RL,43,3013,Pave,,Reg,Lvl,213490
1021,20,RL,60,7024,Pave,,Reg,Lvl,176000
1022,20,RL,64,7406,Pave,,Reg,Lvl,194000
1023,50,RM,52,9439,Pave,,Reg,Lvl,87000
1024,120,RL,43,3182,Pave,,Reg,Lvl,191000
1025,20,RL,,15498,Pave,,IR1,Lvl,287000
1026,20,RL,70,7700,Pave,,Reg,Lvl,112500
1027,20,RL,73,9300,Pave,,Reg,Lvl,167500
1028,20,RL,71,9520,Pave,,IR1,HLS,293077
1029,50,RL,79,9492,Pave,,Reg,Lvl,105000
1030,160,RM,21,1680,Pave,,Reg,Lvl,118000
1031,190,RH,,7082,Pave,,Reg,Lvl,160000
1032,75,RL,102,15863,Pave,,Reg,Lvl,197000
1033,60,RL,,14541,Pave,,IR1,Lvl,310000
1034,20,RL,,8125,Pave,,Reg,Lvl,230000
1035,30,RL,50,6305,Pave,,Reg,Bnk,119750
1036,20,RL,,11500,Pave,,IR1,Lvl,84000
1037,20,RL,89,12898,Pave,,IR1,HLS,315500
1038,60,RL,,9240,Pave,,Reg,Lvl,287000
1039,160,RM,21,1533,Pave,,Reg,Lvl,97000
1040,180,RM,21,1477,Pave,,Reg,Lvl,80000
1041,20,RL,88,13125,Pave,,Reg,Lvl,155000
1042,60,RL,,9130,Pave,,Reg,Lvl,173000
1043,120,RL,34,5381,Pave,,IR1,Lvl,196000
1044,60,RL,86,11839,Pave,,Reg,Lvl,262280
1045,20,RL,80,9600,Pave,,Reg,Lvl,278000
1046,20,RL,,13680,Pave,,IR1,Lvl,139600
1047,60,RL,85,16056,Pave,,IR1,Lvl,556581
1048,20,RL,57,9245,Pave,,IR2,Lvl,145000
1049,20,RL,100,21750,Pave,,Reg,Lvl,115000
1050,20,RL,60,11100,Pave,,Reg,Low,84900
1051,20,RL,73,8993,Pave,,IR1,Lvl,176485
1052,20,RL,103,11175,Pave,,IR1,Lvl,200141
1053,60,RL,100,9500,Pave,,Reg,Lvl,165000
1054,20,RL,68,8562,Pave,,Reg,Lvl,144500
1055,60,RL,90,11367,Pave,,Reg,Lvl,255000
1056,20,RL,104,11361,Pave,,Reg,Lvl,180000
1057,120,RL,43,7052,Pave,,IR1,Lvl,185850
1058,60,RL,,29959,Pave,,IR2,Lvl,248000
1059,60,RL,96,11308,Pave,,IR1,Lvl,335000
1060,50,RL,,11275,Pave,,IR1,HLS,220000
1061,120,RL,41,4920,Pave,,Reg,Lvl,213500
1062,30,C (all),120,18000,Grvl,,Reg,Low,81000
1063,190,RM,85,13600,Pave,Grvl,Reg,Lvl,90000
1064,30,RM,50,6000,Pave,,Reg,Lvl,110500
1065,20,RL,,11000,Pave,,IR1,Lvl,154000
1066,60,RL,80,14000,Pave,,Reg,Lvl,328000
1067,60,RL,59,7837,Pave,,IR1,Lvl,178000
1068,60,RL,80,9760,Pave,,Reg,Lvl,167900
1069,160,RM,42,3964,Pave,,Reg,Lvl,151400
1070,45,RL,60,9600,Pave,,Reg,Lvl,135000
1071,20,RL,72,10152,Pave,,Reg,Lvl,135000
1072,60,RL,78,11700,Pave,,Reg,Lvl,154000
1073,50,RL,50,7585,Pave,,Reg,Lvl,91500
1074,60,RL,75,7950,Pave,,IR1,Bnk,159500
1075,20,RL,74,8556,Pave,,Reg,Lvl,194000
1076,70,RL,75,13125,Pave,,Reg,Lvl,219500
1077,50,RL,60,10800,Pave,Grvl,Reg,Lvl,170000
1078,20,RL,,15870,Pave,,IR1,Lvl,138800
1079,120,RM,37,4435,Pave,,Reg,Lvl,155900
1080,20,RL,65,8775,Pave,,Reg,Lvl,126000
1081,20,RL,80,11040,Pave,,Reg,Lvl,145000
1082,20,RL,75,7500,Pave,,Reg,Lvl,133000
1083,20,RL,70,8749,Pave,,Reg,Lvl,192000
1084,20,RL,80,8800,Pave,,Reg,Lvl,160000
1085,60,RL,,13031,Pave,,IR2,Lvl,187500
1086,85,RL,73,9069,Pave,,Reg,Lvl,147000
1087,160,RM,,1974,Pave,,Reg,Lvl,83500
1088,60,FV,85,10574,Pave,,Reg,Lvl,252000
1089,160,RM,24,2522,Pave,,Reg,Lvl,137500
1090,120,FV,37,3316,Pave,Pave,IR1,Lvl,197000
1091,90,RL,60,8544,Pave,,Reg,Lvl,92900
1092,160,FV,24,2160,Pave,Pave,Reg,Lvl,160000
1093,50,RL,60,8400,Pave,,Reg,Bnk,136500
1094,20,RL,71,9230,Pave,,Reg,Lvl,146000
1095,20,RL,74,5868,Pave,,Reg,Lvl,129000
1096,20,RL,78,9317,Pave,,IR1,Lvl,176432
1097,70,RM,60,6882,Pave,,Reg,Lvl,127000
1098,120,RL,,3696,Pave,,Reg,Lvl,170000
1099,50,RM,50,6000,Pave,,Reg,Lvl,128000
1100,20,RL,82,11880,Pave,,IR1,Lvl,157000
1101,30,RL,60,8400,Pave,,Reg,Bnk,60000
1102,20,RL,61,9758,Pave,,IR1,Lvl,119500
1103,20,RL,70,7000,Pave,,Reg,Lvl,135000
1104,20,RL,79,8910,Pave,,Reg,Lvl,159500
1105,160,RM,24,2016,Pave,,Reg,Lvl,106000
1106,60,RL,98,12256,Pave,,IR1,Lvl,325000
1107,20,RL,114,10357,Pave,,IR1,Lvl,179900
1108,60,RL,168,23257,Pave,,IR3,HLS,274725
1109,60,RL,,8063,Pave,,Reg,Lvl,181000
1110,20,RL,107,11362,Pave,,IR1,Lvl,280000
1111,60,RL,,8000,Pave,,Reg,Lvl,188000
1112,60,RL,80,10480,Pave,,Reg,Lvl,205000
1113,20,RL,73,7100,Pave,,IR1,Lvl,129900
1114,20,RL,66,8923,Pave,,Reg,Lvl,134500
1115,20,RL,90,5400,Pave,,Reg,Lvl,117000
1116,20,RL,93,12085,Pave,,Reg,Lvl,318000
1117,80,RL,,7750,Pave,,Reg,Lvl,184100
1118,20,RL,57,9764,Pave,,IR1,Lvl,130000
1119,80,RL,85,13825,Pave,,Reg,Lvl,140000
1120,20,RL,70,7560,Pave,,Reg,Lvl,133700
1121,30,RM,59,8263,Pave,,Reg,Bnk,118400
1122,20,RL,84,10084,Pave,,Reg,Lvl,212900
1123,20,RL,,8926,Pave,,IR1,Lvl,112000
1124,20,RL,50,9405,Pave,,Reg,Lvl,118000
1125,80,RL,,9125,Pave,,IR1,Lvl,163900
1126,20,RL,60,10434,Pave,,Reg,Lvl,115000
1127,120,RL,53,3684,Pave,,Reg,Lvl,174000
1128,20,RL,182,14572,Pave,,IR3,Lvl,259000
1129,60,RL,59,11796,Pave,,IR1,Lvl,215000
1130,90,RM,60,7200,Pave,Grvl,Reg,Lvl,140000
1131,50,RL,65,7804,Pave,,Reg,Lvl,135000
1132,20,RL,63,10712,Pave,,Reg,Lvl,93500
1133,70,RM,90,9900,Pave,,Reg,Lvl,117500
1134,60,RL,80,9828,Pave,,IR1,Lvl,239500
1135,60,RL,57,8773,Pave,,IR1,HLS,169000
1136,30,RM,60,6180,Pave,,Reg,Lvl,102000
1137,50,RL,80,9600,Pave,,Reg,Lvl,119000
1138,50,RL,54,6342,Pave,,Reg,Lvl,94000
1139,20,RL,,9819,Pave,,IR1,Lvl,196000
1140,30,RL,98,8731,Pave,,IR1,Lvl,144000
1141,20,RL,60,7350,Pave,,Reg,Lvl,139000
1142,60,RL,,10304,Pave,,IR1,Lvl,197500
1143,60,RL,77,9965,Pave,,Reg,Lvl,424870
1144,20,RL,,9000,Pave,,Reg,Lvl,80000
1145,190,RL,60,12180,Pave,,Reg,Lvl,80000
1146,50,RM,52,6240,Pave,,Reg,Lvl,149000
1147,20,RL,,11200,Pave,,Reg,Lvl,180000
1148,70,RL,75,12000,Pave,,Reg,Bnk,174500
1149,50,RM,,5700,Pave,,Reg,Lvl,116900
1150,70,RM,50,9000,Pave,,Reg,Lvl,143000
1151,20,RL,57,8280,Pave,,IR1,Lvl,124000
1152,20,RL,134,17755,Pave,,Reg,Lvl,149900
1153,20,RL,90,14115,Pave,,IR1,Lvl,230000
1154,30,RM,,5890,Pave,,Reg,Lvl,120500
1155,60,RL,,13700,Pave,,IR1,Lvl,201800
1156,20,RL,90,10768,Pave,,IR1,Lvl,218000
1157,80,RL,85,9350,Pave,,Reg,Lvl,179900
1158,120,RL,34,5001,Pave,,IR1,Lvl,230000
1159,20,RL,92,11932,Pave,,Reg,Lvl,235128
1160,60,RL,76,9120,Pave,,Reg,Lvl,185000
1161,160,RL,24,2280,Pave,,Reg,Lvl,146000
1162,20,RL,,14778,Pave,,IR1,Low,224000
1163,20,RL,109,8724,Pave,,Reg,Lvl,129000
1164,90,RL,60,12900,Pave,,Reg,Lvl,108959
1165,80,RL,,16157,Pave,,IR1,Lvl,194000
1166,20,RL,79,9541,Pave,,IR1,Lvl,233170
1167,20,RL,64,10475,Pave,,IR1,Lvl,245350
1168,60,RL,58,10852,Pave,,IR1,Lvl,173000
1169,70,RL,120,13728,Pave,,Reg,Lvl,235000
1170,60,RL,118,35760,Pave,,IR1,Lvl,625000
1171,80,RL,76,9880,Pave,,Reg,Lvl,171000
1172,20,RL,76,9120,Pave,,Reg,Lvl,163000
1173,160,FV,35,4017,Pave,Pave,IR1,Lvl,171900
1174,50,RL,138,18030,Pave,,IR1,Bnk,200500
1175,70,RL,80,16560,Pave,,IR1,Lvl,239000
1176,50,RL,85,10678,Pave,,Reg,Lvl,285000
1177,20,RL,37,6951,Pave,,IR1,Lvl,119500
1178,50,RM,,3950,Pave,Grvl,Reg,Bnk,115000
1179,50,RL,54,7681,Pave,,IR1,Lvl,154900
1180,20,RL,77,8335,Pave,,Reg,Lvl,93000
1181,60,RL,,11170,Pave,,IR2,Lvl,250000
1182,120,RM,64,5587,Pave,,IR1,HLS,392500
1183,60,RL,160,15623,Pave,,IR1,Lvl,745000
1184,30,RL,60,10800,Pave,Grvl,Reg,Lvl,120000
1185,20,RL,50,35133,Grvl,,Reg,Lvl,186700
1186,50,RL,60,9738,Pave,,Reg,Lvl,104900
1187,190,RL,107,10615,Pave,,IR1,Bnk,95000
1188,20,RL,89,12461,Pave,,Reg,Lvl,262000
1189,60,RL,68,8935,Pave,,IR1,Lvl,195000
1190,60,RL,60,7500,Pave,,Reg,Lvl,189000
1191,190,RL,,32463,Pave,,Reg,Low,168000
1192,160,FV,24,2645,Pave,Pave,Reg,Lvl,174000
1193,50,RM,60,9600,Pave,Grvl,Reg,Lvl,125000
1194,120,RM,,4500,Pave,,Reg,Lvl,165000
1195,60,RL,80,9364,Pave,,Reg,Lvl,158000
1196,60,RL,51,8029,Pave,,IR1,Lvl,176000
1197,60,RL,58,14054,Pave,,IR1,Lvl,219210
1198,75,RM,65,8850,Pave,,IR1,Bnk,144000
1199,20,RL,70,9100,Pave,,Reg,Lvl,178000
1200,20,RL,75,11235,Pave,,Reg,Lvl,148000
1201,20,RL,71,9353,Pave,,Reg,Lvl,116050
1202,60,RL,80,10400,Pave,,Reg,Lvl,197900
1203,50,RM,50,6000,Pave,,Reg,Lvl,117000
1204,20,RL,75,9750,Pave,,Reg,Lvl,213000
1205,20,RL,78,10140,Pave,,Reg,Lvl,153500
1206,20,RL,90,14684,Pave,,IR1,Lvl,271900
1207,20,RH,,8900,Pave,,Reg,Lvl,107000
1208,20,RL,70,9135,Pave,,Reg,Lvl,200000
1209,20,RL,70,7763,Pave,,Reg,Lvl,140000
1210,20,RL,85,10182,Pave,,IR1,Lvl,290000
1211,60,RL,70,11218,Pave,,Reg,Lvl,189000
1212,50,RL,152,12134,Pave,,IR1,Bnk,164000
1213,30,RL,50,9340,Pave,,Reg,Lvl,113000
1214,80,RL,,10246,Pave,,IR1,Lvl,145000
1215,85,RL,69,10205,Pave,,IR1,Lvl,134500
1216,20,RL,99,7094,Pave,,IR1,Lvl,125000
1217,90,RM,68,8930,Pave,,Reg,Lvl,112000
1218,20,FV,72,8640,Pave,,Reg,Lvl,229456
1219,50,RM,52,6240,Pave,,Reg,Lvl,80500
1220,160,RM,21,1680,Pave,,Reg,Lvl,91500
1221,20,RL,66,7800,Pave,,IR1,Lvl,115000
1222,20,RL,55,8250,Pave,,Reg,Lvl,134000
1223,50,RL,78,10496,Pave,,Reg,Lvl,143000
1224,20,RL,89,10680,Pave,,Reg,Lvl,137900
1225,60,RL,60,15384,Pave,,IR1,Lvl,184000
1226,80,RL,65,10482,Pave,,Reg,Lvl,145000
1227,60,RL,86,14598,Pave,,IR1,Lvl,214000
1228,20,RL,72,8872,Pave,,Reg,Lvl,147000
1229,120,RL,65,8769,Pave,,Reg,Lvl,367294
1230,80,RL,70,7910,Pave,,Reg,Lvl,127000
1231,90,RL,,18890,Pave,,IR1,Lvl,190000
1232,90,RL,70,7728,Pave,,Reg,Lvl,132500
1233,90,RL,70,9842,Pave,,Reg,Lvl,101800
1234,20,RL,,12160,Pave,,IR1,Lvl,142000
1235,70,RH,55,8525,Pave,,Reg,Bnk,130000
1236,70,RL,96,13132,Pave,,Reg,Lvl,138887
1237,160,RL,36,2628,Pave,,Reg,Lvl,175500
1238,60,RL,41,12393,Pave,,IR2,Lvl,195000
1239,20,RL,63,13072,Pave,,Reg,Lvl,142500
1240,20,RL,64,9037,Pave,,IR1,HLS,265900
1241,60,RL,65,8158,Pave,,Reg,Lvl,224900
1242,20,RL,83,9849,Pave,,Reg,Lvl,248328
1243,85,RL,85,10625,Pave,,Reg,Lvl,170000
1244,20,RL,107,13891,Pave,,Reg,Lvl,465000
1245,70,RL,,11435,Pave,,IR1,HLS,230000
1246,80,RL,78,12090,Pave,,Reg,Lvl,178000
1247,60,FV,65,8125,Pave,,Reg,Lvl,186500
1248,80,RL,,12328,Pave,,IR1,Lvl,169900
1249,75,RM,60,9600,Pave,Grvl,Reg,Lvl,129500
1250,20,RL,60,7200,Pave,,Reg,Lvl,119000
1251,20,RL,93,11160,Pave,,Reg,Lvl,244000
1252,120,RL,,3136,Pave,,IR1,Lvl,171750
1253,20,RL,62,9858,Pave,,Reg,Lvl,130000
1254,60,RL,,17542,Pave,,IR1,Lvl,294000
1255,60,RL,60,6931,Pave,,Reg,Lvl,165400
1256,50,RM,52,6240,Pave,,Reg,Lvl,127500
1257,20,RL,91,14303,Pave,,IR1,Lvl,301500
1258,30,RL,56,4060,Pave,,Reg,Lvl,99900
1259,80,RL,59,9587,Pave,,IR1,Lvl,190000
1260,20,RL,65,9750,Pave,,Reg,Lvl,151000
1261,60,RL,,24682,Pave,,IR3,Lvl,181000
1262,20,RL,80,9600,Pave,,Reg,Lvl,128900
1263,50,RL,,11250,Pave,,Reg,Lvl,161500
1264,70,RL,60,13515,Pave,Pave,Reg,Lvl,180500
1265,120,RH,34,4060,Pave,,Reg,Lvl,181000
1266,160,FV,35,3735,Pave,,Reg,Lvl,183900
1267,190,RM,60,10120,Pave,,IR1,Bnk,122000
1268,20,RL,89,13214,Pave,,IR1,HLS,378500
1269,50,RL,,14100,Pave,,IR1,Lvl,381000
1270,50,RL,78,11344,Pave,,Reg,Lvl,144000
1271,40,RL,,23595,Pave,,Reg,Low,260000
1272,20,RL,,9156,Pave,,IR1,Lvl,185750
1273,20,RL,,13526,Pave,,IR1,Lvl,137000
1274,80,RL,124,11512,Pave,,IR1,Lvl,177000
1275,50,RL,53,5362,Pave,,Reg,Lvl,139000
1276,90,RL,95,11345,Pave,,Reg,Lvl,137000
1277,60,RL,,12936,Pave,,IR1,Lvl,162000
1278,80,RL,,17871,Pave,,IR1,Lvl,197900
1279,60,RL,75,9473,Pave,,Reg,Lvl,237000
1280,50,C (all),60,7500,Pave,,Reg,Lvl,68400
1281,20,RL,67,9808,Pave,,IR1,Lvl,227000
1282,20,RL,50,8049,Pave,,IR1,Lvl,180000
1283,20,RL,61,8800,Pave,,IR1,Lvl,150500
1284,90,RL,94,9400,Pave,,Reg,Low,139000
1285,50,RL,50,9638,Pave,,Reg,Lvl,169000
1286,50,RM,50,6000,Pave,,Reg,Lvl,132500
1287,20,RL,,9790,Pave,,Reg,Lvl,143000
1288,20,RL,,36500,Pave,,IR1,Low,190000
1289,120,RL,40,5664,Pave,,IR1,Lvl,278000
1290,60,RL,86,11065,Pave,,IR1,Lvl,281000
1291,80,RL,,14112,Pave,,IR1,Lvl,180500
1292,160,RM,21,1680,Pave,,Reg,Lvl,119500
1293,70,RM,60,6600,Pave,,Reg,Lvl,107500
1294,60,RL,78,10140,Pave,,Reg,Lvl,162900
1295,20,RL,60,8172,Pave,,Reg,Lvl,115000
1296,20,RL,70,8400,Pave,,Reg,Lvl,138500
1297,20,RL,80,8700,Pave,,Reg,Lvl,155000
1298,180,RM,35,3675,Pave,,Reg,Lvl,140000
1299,60,RL,313,63887,Pave,,IR3,Bnk,160000
1300,20,RL,75,7500,Pave,,Reg,Lvl,154000
1301,60,RL,,10762,Pave,,IR1,Lvl,225000
1302,70,RL,,7500,Pave,,IR1,Bnk,177500
1303,60,RL,92,10120,Pave,,Reg,Lvl,290000
1304,20,RL,73,8688,Pave,,Reg,Lvl,232000
1305,160,RM,32,3363,Pave,,Reg,Lvl,130000
1306,20,RL,108,13173,Pave,,IR1,Lvl,325000
1307,120,RL,48,6955,Pave,,IR1,Lvl,202500
1308,20,RL,60,8072,Pave,,Reg,Lvl,138000
1309,20,RM,100,12000,Pave,,Reg,Lvl,147000
1310,20,RL,,7153,Pave,,Reg,Lvl,179200
1311,20,RL,100,17500,Pave,,Reg,Lvl,335000
1312,20,RL,68,8814,Pave,,Reg,Lvl,203000
1313,60,RL,,9572,Pave,,IR1,Lvl,302000
1314,60,RL,108,14774,Pave,,IR1,Lvl,333168
1315,20,RL,60,8190,Pave,,Reg,Lvl,119000
1316,60,RL,85,11075,Pave,,Reg,Lvl,206900
1317,20,RL,61,10226,Pave,,IR1,Lvl,295493
1318,120,FV,47,4230,Pave,Pave,Reg,Lvl,208900
1319,20,RL,,14781,Pave,,IR2,Lvl,275000
1320,20,RL,75,10215,Pave,,Reg,Bnk,111000
1321,20,RL,70,8400,Pave,,Reg,Lvl,156500
1322,20,RL,,6627,Pave,,IR1,Lvl,72500
1323,60,RL,107,10186,Pave,,IR1,Lvl,190000
1324,30,RL,50,5330,Pave,,Reg,HLS,82500
1325,20,RL,75,9986,Pave,,Reg,Lvl,147000
1326,30,RM,40,3636,Pave,,Reg,Lvl,55000
1327,30,RH,70,4270,Pave,,Reg,Bnk,79000
1328,20,RL,60,6600,Pave,,Reg,Lvl,130500
1329,50,RM,60,10440,Pave,Grvl,Reg,Lvl,256000
1330,60,RL,63,9084,Pave,,IR1,Lvl,176500
1331,20,RL,85,10000,Pave,,Reg,Lvl,227000
1332,80,RL,55,10780,Pave,,IR1,Lvl,132500
1333,20,RL,67,8877,Pave,,Reg,Lvl,100000
1334,50,RM,60,7200,Pave,,Reg,Lvl,125500
1335,160,RM,24,2368,Pave,,Reg,Lvl,125000
1336,20,RL,80,9650,Pave,,Reg,Lvl,167900
1337,90,RL,87,9246,Pave,,IR1,Lvl,135000
1338,30,RM,153,4118,Pave,Grvl,IR1,Bnk,52500
1339,60,RL,95,13450,Pave,,IR1,Lvl,200000
1340,20,RL,120,9560,Pave,,IR1,Lvl,128500
1341,20,RL,70,8294,Pave,,Reg,Lvl,123000
1342,20,RL,66,13695,Pave,,Reg,Lvl,155000
1343,60,RL,,9375,Pave,,Reg,Lvl,228500
1344,50,RL,57,7558,Pave,,Reg,Bnk,177000
1345,60,RL,85,11103,Pave,,IR1,Lvl,155835
1346,30,RM,50,6000,Pave,,Reg,Lvl,108500
1347,20,RL,,20781,Pave,,IR2,Lvl,262500
1348,20,RL,93,15306,Pave,,IR1,HLS,283463
1349,20,RL,,16196,Pave,,IR3,Low,215000
1350,70,RM,50,5250,Pave,Pave,Reg,Lvl,122000
1351,90,RL,91,11643,Pave,,Reg,Lvl,200000
1352,60,RL,70,9247,Pave,,IR1,Lvl,171000
1353,50,RM,50,6000,Pave,,Reg,Lvl,134900
1354,50,RL,56,14720,Pave,,IR1,Lvl,410000
1355,60,RL,,10316,Pave,,IR1,Lvl,235000
1356,80,RL,102,10192,Pave,,IR1,Lvl,170000
1357,20,RL,,9477,Pave,,Reg,Lvl,110000
1358,20,RL,,12537,Pave,,IR1,Lvl,149900
1359,160,FV,,2117,Pave,,Reg,Lvl,177500
1360,20,RL,129,16737,Pave,,Reg,Lvl,315000
1361,70,RL,51,9842,Pave,,Reg,Lvl,189000
1362,20,RL,124,16158,Pave,,IR1,Low,260000
1363,50,RL,,12513,Pave,,IR1,Lvl,104900
1364,60,RL,73,8499,Pave,,IR1,Lvl,156932
1365,160,FV,30,3180,Pave,Pave,Reg,Lvl,144152
1366,60,FV,,7500,Pave,,Reg,Lvl,216000
1367,60,RL,68,9179,Pave,,IR1,Lvl,193000
1368,160,RM,41,2665,Pave,,Reg,Lvl,127000
1369,120,RM,,4435,Pave,,Reg,Lvl,144000
1370,20,RL,48,10635,Pave,,IR2,Lvl,232000
1371,50,RL,90,5400,Pave,,Reg,Lvl,105000
1372,80,RL,80,9600,Pave,,Reg,Lvl,165500
1373,60,RL,75,9750,Pave,,Reg,Lvl,274300
1374,20,RL,,11400,Pave,,Reg,Lvl,466500
1375,60,FV,85,10625,Pave,,Reg,Lvl,250000
1376,20,RL,89,10991,Pave,,IR1,HLS,239000
1377,30,RL,52,6292,Pave,,Reg,Bnk,91000
1378,50,RL,60,10998,Pave,Grvl,Reg,Lvl,117000
1379,160,RM,21,1953,Pave,,Reg,Lvl,83000
1380,80,RL,73,9735,Pave,,Reg,Lvl,167500
1381,30,RL,45,8212,Pave,Grvl,Reg,Lvl,58500
1382,20,RL,,12925,Pave,,IR1,Lvl,237500
1383,70,RM,60,7200,Pave,,Reg,Lvl,157000
1384,30,RL,,25339,Pave,,Reg,Lvl,112000
1385,50,RL,60,9060,Pave,,Reg,Lvl,105000
1386,50,RM,40,5436,Pave,,Reg,Lvl,125500
1387,60,RL,80,16692,Pave,,IR1,Lvl,250000
1388,50,RM,60,8520,Pave,Grvl,Reg,Lvl,136000
1389,20,RL,42,14892,Pave,,IR1,HLS,377500
1390,50,RM,60,6000,Pave,,Reg,Lvl,131000
1391,20,RL,70,9100,Pave,,Reg,Lvl,235000
1392,90,RL,65,8944,Pave,,Reg,Lvl,124000
1393,85,RL,68,7838,Pave,,Reg,Lvl,123000
1394,190,RM,60,10800,Pave,Pave,Reg,Lvl,163000
1395,120,RL,53,4045,Pave,,Reg,Lvl,246578
1396,60,RL,88,12665,Pave,,IR1,Lvl,281213
1397,20,RL,,57200,Pave,,IR1,Bnk,160000
1398,70,RM,51,6120,Pave,,Reg,Lvl,137500
1399,50,RL,60,7200,Pave,,Reg,Lvl,138000
1400,50,RL,51,6171,Pave,,Reg,Lvl,137450
1401,50,RM,50,6000,Pave,,Reg,Lvl,120000
1402,60,RL,62,7415,Pave,,IR1,Lvl,193000
1403,20,RL,64,6762,Pave,,Reg,Lvl,193879
1404,20,RL,49,15256,Pave,,IR1,Lvl,282922
1405,50,RL,60,10410,Pave,Grvl,Reg,Lvl,105000
1406,120,RM,44,3842,Pave,,IR1,HLS,275000
1407,85,RL,70,8445,Pave,,Reg,Lvl,133000
1408,20,RL,,8780,Pave,,IR1,Lvl,112000
1409,70,RM,60,7740,Pave,,Reg,Lvl,125500
1410,60,RL,46,20544,Pave,,IR1,Lvl,215000
1411,60,RL,79,12420,Pave,,Reg,Lvl,230000
1412,50,RL,80,9600,Pave,,Reg,Lvl,140000
1413,90,RL,60,7200,Pave,,Reg,Lvl,90000
1414,20,RL,88,10994,Pave,,IR1,Lvl,257000
1415,50,RL,64,13053,Pave,Pave,Reg,Bnk,207000
1416,120,RL,51,3635,Pave,,Reg,Lvl,175900
1417,190,RM,60,11340,Pave,,Reg,Lvl,122500
1418,60,RL,,16545,Pave,,IR1,Lvl,340000
1419,20,RL,71,9204,Pave,,Reg,Lvl,124000
1420,20,RL,,16381,Pave,,IR1,Lvl,223000
1421,60,RL,90,11700,Pave,,Reg,Lvl,179900
1422,120,RL,53,4043,Pave,,Reg,Lvl,127500
1423,120,RM,37,4435,Pave,,Reg,Lvl,136500
1424,80,RL,,19690,Pave,,IR1,Lvl,274970
1425,20,RL,,9503,Pave,,Reg,Lvl,144000
1426,20,RL,80,10721,Pave,,IR1,Lvl,142000
1427,60,RL,81,10944,Pave,,IR1,Lvl,271000
